"STUDYID","StudySpecies","USUBJID","Treatment","TreatmentDose","TRTDOSrank","MISTRESC","Count","SPECIES","Present"
"GLP003","GLP003 (RAT)","107001525","Negative Control","Negative Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001528","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001528","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001528","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001528","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001528","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001528","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001529","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001529","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001529","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001529","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001529","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001529","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001532","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001532","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001532","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001532","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001532","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001532","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001533","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001533","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001533","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001533","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001533","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001533","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001534","Negative Control","Negative Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001534","Negative Control","Negative Control 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001534","Negative Control","Negative Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001534","Negative Control","Negative Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001534","Negative Control","Negative Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001534","Negative Control","Negative Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001535","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001535","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001535","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001535","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001535","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001535","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001536","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001536","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001536","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001536","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001536","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001536","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001537","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001537","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001537","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001537","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001537","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001537","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001540","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001540","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001540","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001540","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001540","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001540","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001540","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001541","Negative Control","Negative Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001541","Negative Control","Negative Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001541","Negative Control","Negative Control 0 mg/kg","Vehicle","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001541","Negative Control","Negative Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001541","Negative Control","Negative Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001541","Negative Control","Negative Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001545","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001545","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001545","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001545","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001545","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001545","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001545","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001547","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001547","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001547","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001547","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001547","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001547","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001547","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001552","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001552","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001552","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001552","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001552","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001552","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001552","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001553","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001553","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001553","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001553","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001553","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001553","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001553","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001562","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001562","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001562","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001562","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001562","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001562","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001562","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001565","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001565","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001565","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001565","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001565","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001565","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001565","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001569","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001569","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001569","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001569","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001569","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001569","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001570","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001570","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001570","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001570","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001570","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001570","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001570","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001571","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001571","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001571","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001571","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001571","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001571","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001576","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001576","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001576","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001576","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001576","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001576","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001578","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001578","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001578","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001578","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001578","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001578","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001579","Negative Control","Negative Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001579","Negative Control","Negative Control 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001579","Negative Control","Negative Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001579","Negative Control","Negative Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001579","Negative Control","Negative Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001579","Negative Control","Negative Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001583","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001583","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001583","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001583","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001583","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001583","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001583","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001592","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001592","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001592","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001592","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001592","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001592","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001602","Negative Control","Negative Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001602","Negative Control","Negative Control 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001602","Negative Control","Negative Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001602","Negative Control","Negative Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001602","Negative Control","Negative Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001602","Negative Control","Negative Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001610","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001610","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001610","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001610","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001610","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001610","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001616","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001616","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001616","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001616","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001616","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001616","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001617","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001617","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001617","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001617","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001617","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001617","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001618","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001618","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001618","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001618","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001618","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001618","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001618","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001620","Negative Control","Negative Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001620","Negative Control","Negative Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001620","Negative Control","Negative Control 0 mg/kg","Vehicle","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001620","Negative Control","Negative Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001620","Negative Control","Negative Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001620","Negative Control","Negative Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001627","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001627","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001627","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001627","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001627","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001627","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001627","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001629","Negative Control","Negative Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001629","Negative Control","Negative Control 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001629","Negative Control","Negative Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001629","Negative Control","Negative Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001629","Negative Control","Negative Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001629","Negative Control","Negative Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001631","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001631","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001631","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001631","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001631","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001631","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Inflammation",0,"RAT",0
